coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_weighted,user1_pagerank_weighted
XPM,2013-07-11,2012-10-03,Sunny King,1,846,28,54,110,88,22,0.1090497,0.02888635,0.0298812,0.001493334,0.0002920772,0.001495498,0.0002921082,23570.96,2,0.0005347526,0.001057573
GP,2015-01-16,2014-05-26,HYPERfuture,1,512,13,1,18,18,0,0.006535948,0.00159157,0.001593676,0.0001327543,1.803947e-05,0.0001327712,1.803947e-05,0.0,4,2.375887e-06,8.910668e-06
BTCS,2014-03-17,2014-03-19,coinpeat,1,0,0,2,39,39,0,0.009446694,0.001827185,0.001830018,0.0001926172,2.188615e-05,0.0001926446,2.188615e-05,0.0,4,8.555221e-05,0.0003143886
IXC,2013-05-08,2011-06-12,wizzard0,1,24,1,109,9,8,1,0.0,0.04184677,0.04313386,0.001811427,0.000695036,0.001813064,0.000695155,1986.0,4,0.0001224968,0.0003597185
NOBL,2014-02-08,2013-08-29,Tommo_Aus,1,157,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
PIGGY,2014-06-15,2013-05-27,maxpower,1,309,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
FIMK,2014-07-12,2014-06-01,Eliphaz Fimk,1,81,2,1,3,3,0,0.0,0.00156562,0.001567658,0.0001308301,1.780849e-05,0.0001308408,1.780849e-05,0.0,5,1.239904e-06,5.140646e-06
BYC,2014-11-23,2014-11-05,infazan,1,233,8,549,147,70,77,0.05477855,0.001261099,0.001262199,0.0001009051,1.9374e-05,0.000100912,1.937406e-05,280567.9,4,4.874649e-05,0.0001602731
BTCD,2014-07-16,2013-08-29,Tommo_Aus,1,253,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
MNC,2013-05-03,2013-01-02,xorxor,1,272,7,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
MAX,2014-02-12,2013-08-26,freeworm,1,62,4,177,44,38,6,0.2315011,0.009357975,0.009420708,0.0007715761,9.47442e-05,0.0007720488,9.474683e-05,0.0,3,4.293124e-05,0.0001105327
WATER,2014-04-25,2014-03-23,CleanWaterCoin,1,93,1,1,13,13,0,0.05128205,0.001800134,0.001802528,0.0001862926,2.157637e-05,0.0001863248,2.157637e-05,0.0,4,8.613922e-06,3.190965e-05
MAC,2015-02-07,2014-01-07,pbjam,1,66,1,16,5,0,5,0.0,0.00382203,0.00383465,3.653635e-05,5.139011e-05,3.653635e-05,5.139071e-05,0.0,inf,1.737817e-06,7.247741e-06
FFC,2014-10-26,2013-07-01,BitJohn,1,1454,75,50,389,240,149,0.1140896,0.01155856,0.01171474,0.0008675017,0.0001080669,0.0008683486,0.0001080703,491708.9,3,0.0005290578,0.001463481
MAL,2014-11-24,2014-10-15,malibudev,1,35,1,1,11,11,0,0.03636364,0.001283051,0.001284448,0.0001019717,1.494322e-05,0.0001019797,1.494322e-05,0.0,4,1.277544e-06,4.971554e-06
GUA,2014-11-23,2014-11-18,DigitalCurrencyConsultant,1,77,3,566,53,9,44,0.05079826,0.001243776,0.00124505,9.937903e-05,1.921986e-05,9.938691e-05,1.921992e-05,49973.49,4,2.237531e-06,8.205375e-06
BEN,2014-02-27,2012-06-09,Stephen Gornick,1,1564,58,571,494,144,350,0.08205175,0.03321361,0.03432317,0.001581533,0.0003298791,0.001583987,0.0003299157,637670.8,2,0.002347389,0.002121289
GUE,2014-06-23,2014-06-18,guerillacoin,1,21,1,1,6,6,0,0.0,0.00153502,0.001536844,0.0001242423,1.730852e-05,0.0001242505,1.730852e-05,0.0,4,1.420926e-06,5.436087e-06
GUN,2014-05-11,2014-03-04,guncoin_support,1,96,1,1,0,0,0,0.0,2.335466e-05,2.335466e-05,2.335466e-05,2.335466e-05,2.335466e-05,2.335466e-05,0.0,inf,1.142853e-06,4.910684e-06
UROD,2014-11-04,2014-10-30,UroDarkCoin,1,28,1,1,21,21,0,0.02380952,0.001262144,0.001263609,0.0001012006,1.477127e-05,0.0001012094,1.477127e-05,0.0,4,8.292038e-06,2.775933e-05
YBC,2014-01-16,2010-12-18,hromisko,1,6,1,1,15,15,0,0.5238095,0.4175153,0.5147165,0.01486584,0.00243309,0.01496398,0.00243309,0.0,2,0.003272448,0.004616023
BET,2013-12-14,2013-05-27,maxpower,1,220,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
LSD,2014-09-13,2014-09-05,lightspeedLS,1,45,1,1,11,11,0,0.05454545,0.001346914,0.001348318,0.0001071253,1.549667e-05,0.0001071311,1.549667e-05,0.0,4,2.040192e-06,8.229609e-06
SBC,2013-07-07,2013-06-08,artos,1,59,4,1,78,74,4,0.06631579,0.01250768,0.01263082,0.0008665261,0.0001177035,0.0008670828,0.0001177078,31168.22,3,9.263349e-05,0.0002901934
TTC,2014-11-08,2014-01-30,tittiecoin,1,138,9,1,102,101,1,0.01941371,0.003048346,0.003055638,0.0003053246,3.927907e-05,0.0003053938,3.927936e-05,115042.1,4,4.9921e-05,0.000187968
BILS,2014-08-25,2014-08-09,starteam,1,4,2,1,14,14,0,0.0,0.001409295,0.001411021,0.0001120815,1.603335e-05,0.0001120898,1.603335e-05,0.0,5,1.938869e-06,7.834901e-06
FLAP,2014-02-22,2013-12-30,VelocityCoin,1,77,11,2,140,138,2,0.03472005,0.004444482,0.004466801,0.0004304553,5.5127e-05,0.0004306404,5.512801e-05,20765.22,4,9.927998e-05,0.0003144646
BLU,2014-04-28,2013-07-19,transcoder,1,100,6,8,32,31,1,0.1330645,0.01111768,0.01125867,0.0008444944,0.0001017684,0.00084528,0.0001017715,10039.97,3,3.525567e-05,0.0001081351
SOLE,2014-08-21,2014-06-01,wan570331,1,42,1,115,16,13,3,0.01666667,0.001566731,0.001568695,0.0001308196,2.338765e-05,0.0001308314,2.338777e-05,37118.18,4,2.622876e-06,1.093583e-05
FTC,2013-05-03,2011-07-08,coinotron,1,263,9,1,1,1,0,0.0,0.03889854,0.03998677,0.0002938584,0.000293772,0.0002938584,0.000293772,0.0,inf,2.353483e-05,7.443253e-05
GRE,2014-06-23,2011-12-12,ifinta,1,17,1,1,3,3,0,0.0,0.03203139,0.03308885,0.001714598,0.0002167317,0.001716548,0.0002167317,0.0,3,2.742351e-05,6.826764e-05
BLK,2014-02-28,2014-02-17,rat4,1,52,1,3,11,6,5,0.03636364,0.002345753,0.002350659,0.0002497243,3.364307e-05,0.0002497754,3.364326e-05,7730.45,4,2.893514e-06,9.995713e-06
CRACK,2014-09-19,2014-02-13,crackcoin,1,1,1,1,0,0,0,0.0,2.572943e-05,2.572943e-05,2.572943e-05,2.572943e-05,2.572943e-05,2.572943e-05,0.0,inf,1.218661e-06,5.27166e-06
GRN,2014-06-12,2014-04-30,Cryddit,1,341,16,245,134,55,79,0.101468,0.001639945,0.001642922,0.0001483484,2.57245e-05,0.0001483642,2.572466e-05,226435.0,3,7.780684e-05,0.0001472353
DSB,2014-10-25,2014-10-24,DarkShibe,1,6,1,1,18,18,0,0.05882353,0.001267007,0.001268335,0.0001020366,1.483636e-05,0.0001020442,1.483636e-05,0.0,4,4.286024e-06,1.474059e-05
BLC,2014-02-12,2013-01-02,xorxor,1,481,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
COOL,2014-06-28,2014-05-09,CoolloveCoin,1,10,2,1,1,1,0,0.0,0.001631912,0.001636026,1.890431e-05,1.890395e-05,1.890431e-05,1.890395e-05,0.0,inf,1.173388e-06,4.947924e-06
NOO,2014-12-25,2014-12-13,NooHackTeam,1,44,2,1,23,23,0,0.02766798,0.001223477,0.00122449,9.710136e-05,1.440507e-05,9.710771e-05,1.440507e-05,0.0,4,7.454256e-06,2.540393e-05
EMC2,2014-04-09,2013-08-29,Tommo_Aus,1,217,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
HLC,2014-11-16,2014-03-10,HellasCoin,1,2,2,1,0,0,0,0.0,2.265108e-05,2.265108e-05,2.265108e-05,2.265108e-05,2.265108e-05,2.265108e-05,0.0,inf,1.124467e-06,4.813699e-06
SPR,2014-10-26,2014-07-30,Mr. Spread,1,90,2,1,19,19,0,0.01169591,0.001444423,0.001446265,0.0001125929,1.624722e-05,0.0001126036,1.624722e-05,0.0,4,4.199138e-06,1.560714e-05
DON,2014-06-15,2013-05-27,maxpower,1,309,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
CRYPT,2014-05-26,2012-05-13,cgpgroup,1,99,9,250,15,4,11,0.2571429,0.032425,0.03324048,0.001602029,0.0003360492,0.001603543,0.0003360789,15.0,3,5.255224e-05,7.211818e-05
GLC,2013-08-04,2013-01-02,xorxor,1,401,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
GLD,2013-06-14,2013-01-02,xorxor,1,368,9,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
CTM,2014-02-27,2013-08-29,Tommo_Aus,1,177,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
SMC,2014-02-06,2013-12-17,bitbets,1,5,5,1,1,1,0,0.0,0.004911134,0.004936706,4.557885e-05,4.557677e-05,4.557885e-05,4.557677e-05,0.0,inf,2.297937e-06,9.646982e-06
RED,2014-01-24,2013-01-02,xorxor,1,481,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
FCN,2014-06-08,2014-04-27,amphibian,1,118,6,1,2,1,1,0.0,0.00165303,0.001656723,1.964058e-05,2.609061e-05,1.964058e-05,2.609071e-05,2.0,inf,1.155436e-06,4.874679e-06
FC2,2014-06-12,2014-05-01,FuelCoinTeam,1,26,1,1,14,14,0,0.01098901,0.001640407,0.001642668,0.0001487197,1.936858e-05,0.0001487442,1.936858e-05,0.0,5,4.677545e-06,1.787044e-05
XTR,2015-02-06,2015-02-01,ExtractCoin,1,49,1,1,20,20,0,0.05263158,0.001167839,0.001168951,9.357566e-05,1.405541e-05,9.358194e-05,1.405541e-05,0.0,4,3.214393e-06,1.156607e-05
LTC,2013-04-28,2011-07-08,coinotron,1,263,9,1,1,1,0,0.0,0.03889854,0.03998677,0.0002938584,0.000293772,0.0002938584,0.000293772,0.0,inf,2.353483e-05,7.443253e-05
LTB,2014-03-12,2013-08-29,Tommo_Aus,1,180,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
AUR,2014-02-27,2013-08-29,Tommo_Aus,1,177,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
XTC,2014-10-25,2014-08-30,ASIC-8Tile,1,102,1,311,16,12,4,0.025,0.001371359,0.001373377,0.0001079824,2.050163e-05,0.0001079889,2.050174e-05,13686.53,4,1.696116e-06,6.827407e-06
LEAF,2014-02-02,2013-12-04,united-scrypt-coin,1,38,2,4,19,18,1,0.1403509,0.006291805,0.006326329,0.0006210723,7.492469e-05,0.000621421,7.492631e-05,31135.0,3,4.812536e-05,0.000140454
CAT,2013-12-28,2013-05-31,solracx,1,435,34,30,29,24,5,0.1551724,0.0126786,0.0128568,0.0008889048,0.0001209799,0.0008896666,0.0001209841,45.00873,3,3.478702e-05,8.880966e-05
ALN,2014-03-15,2014-01-10,Aliencoin,1,86,6,1,23,23,0,0.07905138,0.003606482,0.003617311,0.0003606972,3.545094e-05,0.0003607877,3.545094e-05,0.0,4,1.413751e-05,5.232112e-05
LMR,2014-10-11,2014-08-16,King Coolian,1,364,1,136,22,16,6,0.0,0.001394068,0.001395795,0.0001113139,2.089833e-05,0.0001113248,2.089843e-05,32547.95,4,3.022399e-06,1.150476e-05
NTR,2014-06-12,2014-01-06,Neutronic,1,12,2,1,24,24,0,0.04347826,0.003887673,0.003899965,0.0003897845,3.681207e-05,0.0003898886,3.681207e-05,0.0,4,1.112459e-05,3.905623e-05
ORO,2014-02-27,2013-05-27,maxpower,1,257,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
ORB,2013-12-21,2011-06-22,bombshelterzero,1,10,2,1,5,5,0,0.5,0.03988527,0.04103193,0.001880144,0.0003407155,0.001882139,0.0003407155,0.0,3,0.0001614872,0.0003415611
MMC,2013-12-24,2013-01-02,xorxor,1,470,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
GLYPH,2014-06-17,2011-05-05,Pander,1,19,2,40,5,4,1,0.4,0.2084476,0.2427004,0.00405342,0.001540934,0.004065757,0.001541909,0.0,3,0.0002337278,0.0004694228
I0C,2013-11-27,2011-06-12,wizzard0,1,24,1,109,9,8,1,0.0,0.04184677,0.04313386,0.001811427,0.000695036,0.001813064,0.000695155,1986.0,4,0.0001224968,0.0003597185
BAT,2014-03-03,2013-05-20,spoid,1,639,12,18,126,22,104,0.1936052,0.01394946,0.01417762,0.0009360681,0.000130334,0.0009367682,0.0001303402,58711.26,3,2.601993e-05,8.28807e-05
BNCR,2014-07-29,2014-09-22,barwizi,1,2084,151,502,1126,893,233,0.04585425,0.001318288,0.00132029,0.0001049148,2.002748e-05,0.0001049248,2.002758e-05,19628350.0,3,0.0007387315,0.001633434
TOR,2014-07-12,2013-05-30,Time,1,1,1,1,1,1,0,0.0,0.01267809,0.0127941,0.0008928208,7.916403e-05,0.0008934822,7.916403e-05,0.0,4,5.283016e-06,1.87621e-05
TOP,2014-02-17,2014-01-09,evgamine,1,7,3,1,16,16,0,0.025,0.003770998,0.003789537,0.0003670449,3.579226e-05,0.0003671612,3.579226e-05,0.0,4,1.04049e-05,3.398762e-05
CAP,2013-07-04,2013-01-02,xorxor,1,390,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
RIPO,2014-08-23,2014-08-02,RipoffCoinDevTeam,1,47,1,1,26,26,0,0.05538462,0.001440326,0.001442064,0.0001124892,1.618699e-05,0.0001124974,1.618699e-05,0.0,4,2.672201e-06,1.001911e-05
BAY,2014-11-16,2013-06-11,emunebtk,1,211,5,31,20,6,14,0.1812865,0.01247759,0.01261688,0.0008617011,0.0001167431,0.0008622466,0.0001167476,114.9649,4,1.21584e-05,3.564529e-05
CAM,2015-01-18,2014-08-06,Mario241077,1,668,1,248,21,8,13,0.07142857,0.001408021,0.001410942,0.0001114751,2.116555e-05,0.0001114841,2.116571e-05,16715.05,4,2.731896e-06,9.241631e-06
FRAC,2014-06-15,2014-06-13,Fractalcoin,1,1,1,1,3,3,0,0.0,0.001562606,0.001564753,0.0001257623,1.743558e-05,0.0001257738,1.743558e-05,0.0,5,1.14416e-06,4.720762e-06
BTG,2013-07-04,2013-01-02,xorxor,1,390,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
VPN,2014-11-23,2014-07-23,vpncoin,1,302,7,1,8,8,0,0.07142857,0.001446313,0.00144835,0.0001125673,1.640259e-05,0.0001125782,1.640259e-05,0.0,4,2.951767e-06,1.019781e-05
MUE,2014-11-01,2014-08-25,vfrGT65Nha,1,1,1,1,0,0,0,0.0,1.570845e-05,1.570845e-05,1.570845e-05,1.570845e-05,1.570845e-05,1.570845e-05,0.0,inf,8.706653e-07,3.635696e-06
BANX,2014-09-30,2014-10-07,MarkLyford,1,19,4,512,80,73,7,0.04240506,0.001288486,0.001290658,0.0001032081,1.977042e-05,0.000103215,1.977055e-05,133990.3,3,6.193322e-05,9.148587e-05
STK,2015-01-31,2014-12-30,CinniCoin,1,127,5,258,339,336,3,0.01004337,0.001190637,0.001192154,9.56942e-05,1.885239e-05,9.570094e-05,1.885247e-05,322575.2,4,5.460694e-05,0.0001735489
NEOS,2014-08-25,2013-08-29,Tommo_Aus,1,263,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
RZR,2014-06-21,2013-08-29,Tommo_Aus,1,241,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
STR,2014-08-05,2010-12-29,Anon136,1,1271,31,1,6,6,0,0.5333333,0.3897254,0.5002165,0.0129089,0.002267574,0.01300754,0.002267574,0.0,2,0.001144135,0.001891032
KTK,2014-06-08,2014-05-13,KryptKoin,1,46,1,1,13,13,0,0.0,0.00162249,0.001624791,0.0001406476,1.864385e-05,0.0001406589,1.864385e-05,0.0,4,2.164031e-06,8.631268e-06
ABY,2014-06-12,2013-05-27,maxpower,1,308,2,21,18,2,16,0.254902,0.0130031,0.01311813,0.0009184464,0.0001235373,0.0009192522,0.0001235412,1.45,4,5.608948e-06,2.082429e-05
EXCL,2014-09-30,2014-09-07,kingscrown,1,686,29,236,250,114,136,0.05003127,0.001348298,0.001349871,0.0001068483,2.033165e-05,0.0001068566,2.033172e-05,422608.9,3,5.15354e-05,0.0001341005
CFN,2014-12-16,2014-05-14,ConfessionCoin,1,127,1,1,20,20,0,0.0,0.001616986,0.001619062,0.0001384259,1.857286e-05,0.0001384384,1.857286e-05,0.0,4,4.053716e-06,1.688938e-05
PND,2014-02-27,2014-04-14,pandacoin-official,1,17,0,57,17,14,3,0.05882353,0.001710629,0.001712874,0.0001686047,2.7107e-05,0.0001686263,2.710715e-05,61262.83,4,3.136904e-05,0.0001012448
GB,2014-08-23,2014-08-30,bOSsmarie,1,14,1,25,9,0,9,0.08333333,0.001370725,0.001372875,1.560476e-05,2.050205e-05,1.560476e-05,2.050215e-05,0.0,inf,8.642056e-07,3.610875e-06
QRK,2013-08-25,2013-01-02,xorxor,1,442,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
XQN,2014-11-23,2014-11-12,CedricQuotient,1,78,2,1,28,28,0,0.06084656,0.001251205,0.001252489,0.0001003576,1.465201e-05,0.0001003646,1.465201e-05,0.0,4,5.388444e-06,1.78358e-05
LIT,2014-07-05,2013-03-16,Zithras,1,5,1,1,1,1,0,0.0,0.02582644,0.02662957,0.001438978,0.000135373,0.001440681,0.000135373,0.0,4,7.925709e-06,3.006096e-05
GHC,2014-10-10,2014-09-26,coinweaver,1,154,5,224,265,256,9,0.01416422,0.001304,0.001305648,0.0001043086,1.993995e-05,0.0001043171,1.994003e-05,690951.5,3,0.0001160062,0.0003539252
AMBER,2015-02-06,2015-02-03,AmberCoinDev,1,57,2,1,12,12,0,0.1515152,0.001165043,0.001166616,9.355763e-05,1.404613e-05,9.356681e-05,1.404613e-05,0.0,4,1.162153e-06,4.479099e-06
PRC,2014-02-20,2014-01-30,inmean,1,76,4,1,15,15,0,0.01904762,0.003045675,0.003054109,0.0003053551,2.880018e-05,0.0003054154,2.880018e-05,0.0,4,4.478475e-06,1.789364e-05
MEOW,2014-01-24,2013-12-25,lonestar108,1,26,2,41,57,55,2,0.02272727,0.004290877,0.004305353,0.0004698534,5.849743e-05,0.0004700022,5.849838e-05,23495.04,4,7.359616e-05,0.0002466322
PRT,2014-01-22,2014-01-01,moonmoon,1,44,6,1,116,116,0,0.02818591,0.003906042,0.003917612,0.0004114965,3.845119e-05,0.0004116224,3.845119e-05,0.0,4,6.956451e-05,0.0002450534
CHA,2014-05-20,2014-03-24,magician,1,35,1,1,6,6,0,0.06666667,0.001799997,0.00180252,0.0001848491,2.149983e-05,0.0001848678,2.149983e-05,0.0,3,4.735103e-05,0.000121339
MRY,2014-03-03,2014-01-16,crike,1,513,6,53,102,10,92,0.09337993,0.003820392,0.003837567,0.0003600432,4.750691e-05,0.0003601477,4.750759e-05,3938.455,4,5.793192e-06,2.000326e-05
MRS,2014-02-24,2013-08-29,Tommo_Aus,1,168,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
QBK,2014-08-17,2014-07-10,ABC Dev Team,1,25,1,1,30,30,0,0.0137931,0.001474421,0.001476275,0.0001166249,1.671179e-05,0.0001166346,1.671179e-05,0.0,4,8.397234e-06,2.873584e-05
IPC,2014-07-07,2014-02-21,odyssey,1,73,1,1,4,3,1,0.1666667,0.00229089,0.002296041,0.0002394042,3.274631e-05,0.000239446,3.274648e-05,6.666667,4,1.715064e-06,7.083288e-06
VIA,2014-07-18,2013-08-29,Tommo_Aus,1,254,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
SFR,2014-06-15,2013-08-29,Tommo_Aus,1,238,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
APC,2014-02-09,2013-11-19,KunningLinguist,1,82,9,17,16,15,1,0.1583333,0.008765945,0.008838017,0.0006838409,8.242833e-05,0.0006842615,8.243042e-05,5909.0,4,1.88168e-05,5.645783e-05
PYC,2014-12-06,2013-01-02,xorxor,1,481,12,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
KORE,2014-06-21,2014-06-16,KoreCoin,1,135,1,1,59,59,0,0.002922268,0.001559757,0.001561542,0.000124884,1.73596e-05,0.0001248921,1.73596e-05,0.0,4,9.14889e-06,3.165803e-05
XLB,2014-05-13,2014-05-09,Libertycoin,1,67,6,58,49,49,0,0.01445578,0.001636451,0.001638549,0.0001436532,1.890395e-05,0.00014367,1.890395e-05,0.0,3,1.254889e-05,3.859892e-05
CAIx,2014-04-15,2013-11-10,LostDutchman,1,314,30,174,15,3,12,0.06666667,0.008765329,0.008829963,0.0007063601,8.469023e-05,0.000706737,8.469204e-05,7.0,4,3.098667e-06,1.192996e-05
IFC,2013-07-10,2013-01-02,xorxor,1,390,10,1,8,8,0,0.3214286,0.0270035,0.02768001,0.001430531,0.0001580278,0.0014323,0.0001580278,0.0,3,3.644596e-05,9.089704e-05
PLNC,2014-04-15,2014-03-11,WalutowyKrol,1,17,1,49,11,6,5,0.0,0.001899987,0.001902865,0.0002042549,3.012076e-05,0.0002042917,3.012091e-05,767.0661,4,1.74094e-06,6.835847e-06
PSEUD,2014-07-21,2014-07-04,pseudocoin,1,74,3,1,10,10,0,0.08888889,0.001484932,0.001486688,0.0001175951,1.685602e-05,0.0001176046,1.685602e-05,0.0,4,1.973609e-06,7.629403e-06
NLG,2014-04-08,2013-08-29,Tommo_Aus,1,217,2,27,7,1,6,0.3809524,0.009231618,0.009310818,6.276676e-05,9.388085e-05,6.276676e-05,9.388334e-05,47.83333,inf,3.535106e-06,1.468258e-05
