coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_satoshi_distance,user1_satoshi_pagerank_weighted,user1_pagerank_weighted
XCE,2015-06-10,2015-06-07,Cerium,1,21,1,1,18,18,0,0.04575163,0.001092488,0.001093526,8.567917e-05,1.338455e-05,8.568443e-05,1.338455e-05,4,1.350714e-06,4.999875e-06
XCH,2014-10-04,2014-08-12,btcdrak,1,406,9,435,460,439,21,0.007252539,0.00141686,0.001418811,0.0001117832,2.10073e-05,0.0001117935,2.100737e-05,3,0.0001461387,0.0004770279
SSV,2014-09-07,2014-06-23,SSVCoin,1,14,1,1,15,15,0,0.0,0.001521469,0.001523453,0.0001229089,1.718981e-05,0.0001229185,1.718981e-05,4,2.043549e-06,8.561889e-06
XCN,2014-08-02,2014-07-19,Cryptonite XCN,1,3,1,1,1,1,0,0.0,0.001454518,0.001456467,1.649893e-05,1.649866e-05,1.649893e-05,1.649866e-05,inf,1.03898e-06,4.353543e-06
MOON,2014-01-06,2013-12-29,deaconboogie,1,30,1,1,62,62,0,0.01903755,0.004271038,0.004285119,0.0004354881,3.955696e-05,0.0004356013,3.955696e-05,4,5.787729e-05,0.0001958702
BTE,2013-05-10,2013-04-07,brie,1,107,3,43,16,0,16,0.4416667,0.02184861,0.02221301,0.0001212415,0.0001952484,0.0001212415,0.0001952587,inf,6.007379e-06,2.418767e-05
XCP,2014-02-15,2014-01-03,PhantomPhreak,1,147,1,1,17,16,1,0.01666667,0.003888097,0.003900037,0.0004033199,3.782148e-05,0.0004034424,3.782148e-05,3,0.000102486,0.0003044227
BTC,2013-04-28,2012-03-15,joshbb,1,25,6,6,1,0,1,0.0,0.03079226,0.03184412,0.0002016942,0.0003515767,0.0002016942,0.000351618,inf,1.131068e-05,4.24756e-05
BTB,2013-05-09,2013-05-05,sido,1,60,2,19,24,18,6,0.2597403,0.01587336,0.0161392,0.00109254,0.0001517504,0.001093659,0.0001517589,3,4.410019e-05,0.0001281337
JBS,2014-09-07,2014-09-02,jyap,1,28,1,108,29,21,8,0.04558405,0.00135805,0.001359454,0.0001074861,2.043041e-05,0.0001074933,2.043049e-05,4,1.878998e-05,5.862029e-05
ISR,2014-04-08,2014-03-25,IsraelCoin,1,34,3,1,1,1,0,0.0,0.001785782,0.001789456,0.0001832361,2.142796e-05,0.0001832644,2.142796e-05,5,1.14099e-06,4.806336e-06
SPHR,2015-05-02,2015-05-01,ChronoSphereDev,1,9,1,1,60,60,0,0.02090395,0.001113365,0.001114284,8.807943e-05,1.355656e-05,8.80841e-05,1.355656e-05,4,5.578621e-06,2.106617e-05
UTIL,2014-09-30,2014-09-27,utilitycoin,1,9,1,1,28,28,0,0.04232804,0.001303286,0.001304571,0.0001042358,1.516323e-05,0.0001042442,1.516323e-05,4,2.60521e-06,1.013886e-05
OCTO,2015-03-22,2015-02-20,OCTOPARTY,1,179,1,1,2,2,0,0.0,0.001147139,0.001148317,9.247329e-05,1.394817e-05,9.247836e-05,1.394817e-05,4,7.749519e-06,2.518394e-05
2BACCO,2015-07-25,2015-06-23,2bacco,1,44,2,1,8,8,0,0.07142857,0.00109006,0.001091097,8.49148e-05,1.331398e-05,8.491988e-05,1.331398e-05,4,3.437445e-06,1.139098e-05
ISL,2015-09-28,2015-05-06,isladev,1,26,2,1,18,18,0,0.04575163,0.00111193,0.001112973,8.767677e-05,1.352869e-05,8.768226e-05,1.352869e-05,4,1.393016e-06,5.464406e-06
DGB,2014-02-06,2014-02-04,sa_ddam213,1,24,9,30,7,5,2,0.0,0.002838292,0.002845965,0.0002963961,3.734994e-05,0.0002964517,3.735038e-05,4,4.578905e-06,1.603823e-05
DGC,2013-06-09,2013-05-21,schnebi,1,172,13,18,13,5,8,0.1666667,0.01386747,0.01400728,0.0009263848,0.0001278631,0.0009270488,0.0001278682,3,3.499128e-05,0.0001087927
ECC,2014-03-20,2014-03-07,hostmaster,1,968,44,97,547,237,310,0.02650099,0.001985971,0.001989547,0.0002118643,3.069518e-05,0.0002118946,3.069535e-05,3,5.387988e-05,0.0001674111
LIQUID,2015-02-06,2014-04-02,Bitcoin Magazine,1,289,28,2,34,12,22,0.1016043,0.001766509,0.001768869,0.0001752705,2.776578e-05,0.0001752951,2.776592e-05,4,3.581125e-06,1.160098e-05
ASC,2013-12-31,2013-09-12,asicuser,1,26,2,2,22,18,4,0.1255411,0.009411232,0.009499561,0.0007494082,9.168493e-05,0.0007499659,9.168714e-05,4,1.592961e-05,5.402034e-05
KUMA,2014-08-02,2014-04-27,kumacoinproject,1,1,1,1,4,4,0,0.0,0.001654287,0.001656689,0.0001550201,1.964019e-05,0.0001550371,1.964019e-05,4,1.75482e-06,6.622058e-06
QTL,2014-07-12,2014-06-18,MarKusRomanus,1,396,10,433,169,96,73,0.1721201,0.001536496,0.001538778,0.0001242397,2.271929e-05,0.000124252,2.271939e-05,3,7.372652e-05,0.000145067
BITS,2014-04-23,2014-04-18,Bitstar_coin,1,53,1,1,11,11,0,0.0,0.001673703,0.001675958,0.0001657529,2.013936e-05,0.0001657693,2.013936e-05,4,3.335182e-06,1.377545e-05
JKC,2013-06-14,2013-06-17,the1silverwolf,1,293,12,41,77,56,21,0.08552388,0.01268453,0.01281295,0.0008619965,0.0001134471,0.0008625539,0.0001134504,3,0.0001125369,0.0003363607
VTA,2014-08-09,2014-08-12,VirtaCoinDev,1,0,0,1,2,2,0,0.0,0.00141483,0.001416125,0.0001117796,1.597699e-05,0.0001117873,1.597699e-05,5,1.350052e-06,4.93356e-06
VTC,2014-01-20,2014-01-30,vertoe,1,0,0,2,5,1,4,0.0,0.003044616,0.003054321,0.0003051752,3.927932e-05,0.0003052443,3.927974e-05,5,1.475315e-06,6.112676e-06
FRK,2013-06-09,2013-05-12,defaced,1,230,7,801,95,87,8,0.09101768,0.01432325,0.01446736,0.0009981174,0.0001376903,0.0009988257,0.0001376949,3,0.0001317218,0.0004063173
DUB,2015-06-30,2015-06-06,DUBSTEP-DEV,1,40,1,1,16,16,0,0.06666667,0.00109364,0.001094695,8.573586e-05,1.338903e-05,8.57413e-05,1.338903e-05,4,2.24922e-06,7.923465e-06
EUC,2015-08-23,2014-03-05,deeppurple72,1,373,74,248,128,72,56,0.04304762,0.002021018,0.002024651,0.0002178529,3.102939e-05,0.0002178804,3.102954e-05,4,6.758304e-05,0.0002173112
UNB,2014-05-23,2014-03-28,jimblasko,1,66,5,1,11,11,0,0.01818182,0.001765271,0.001767843,0.0001775654,2.11815e-05,0.0001775816,2.11815e-05,4,6.504122e-06,2.033071e-05
VTR,2014-12-25,2014-12-12,vtorrent,1,75,1,1,15,15,0,0.1047619,0.001220594,0.001221854,9.708371e-05,1.441358e-05,9.709048e-05,1.441358e-05,4,4.749704e-06,1.394796e-05
CARB,2014-08-02,2014-03-07,axismundi,1,246,3,10,5,3,2,0.1,0.001981592,0.001983887,0.0002118192,3.069473e-05,0.0002118477,3.069498e-05,5,1.681862e-06,6.66958e-06
BBR,2014-06-24,2014-07-06,silvo,1,10,1,135,9,1,8,0.1111111,0.001476404,0.001478396,0.0001172647,2.204799e-05,0.0001172721,2.204808e-05,4,1.567862e-06,5.671392e-06
YAC,2013-06-09,2013-05-06,pocopoco,1,12,1,1,34,34,0,0.1016043,0.01514991,0.01533842,0.00108208,9.602458e-05,0.001083044,9.602458e-05,3,6.305613e-05,0.0001818959
UNO,2013-12-21,2014-02-17,ArcticWolfie,1,3,0,76,9,0,9,0.02777778,0.002345232,0.00235176,2.510923e-05,3.36443e-05,2.510923e-05,3.364461e-05,inf,1.195984e-06,5.175287e-06
OMC,2014-05-11,2015-02-22,MeshCollider,1,0,0,116,12,11,1,0.01515152,0.001147474,0.001148475,9.241413e-05,1.393709e-05,9.241958e-05,1.393709e-05,4,1.73385e-06,6.690275e-06
ZED,2014-03-06,2014-01-26,Kilo88,1,54,5,1,8,7,1,0.07142857,0.003286411,0.003296599,0.0003197466,4.138843e-05,0.0003198465,4.138874e-05,4,4.100021e-06,1.573347e-05
HVC,2014-03-12,2014-02-18,keccak512,1,242,2,275,41,36,5,0.02317073,0.002330769,0.002334878,0.0002475724,3.340726e-05,0.0002476158,3.340749e-05,4,1.445557e-05,4.872047e-05
CRAVE,2015-03-26,2015-03-21,industrialcoinmagic,1,33,1,1,19,19,0,0.06432749,0.001130916,0.001131908,9.074825e-05,1.377847e-05,9.07538e-05,1.377847e-05,4,2.323807e-06,8.876915e-06
ZET,2013-09-10,2013-08-04,Giskard,1,107,5,81,79,53,26,0.1971362,0.01053698,0.01067208,0.0008123045,9.807085e-05,0.0008129669,9.80748e-05,4,5.293837e-05,0.000149561
FRC,2013-05-03,2014-06-28,FreicoinMafia,1,0,0,1,0,0,0,0.0,1.70381e-05,1.70381e-05,1.70381e-05,1.70381e-05,1.70381e-05,1.70381e-05,inf,9.261745e-07,3.890774e-06
SLFI,2015-03-22,2015-03-06,freedomsr40,1,148,7,159,42,30,12,0.07433217,0.001141488,0.001143008,9.133178e-05,1.835348e-05,9.133752e-05,1.835359e-05,4,1.359911e-05,3.733108e-05
WBB,2015-02-28,2015-02-12,WildBeastBitcoin,1,68,1,1,6,6,0,0.06666667,0.001152873,0.00115391,9.306164e-05,1.399051e-05,9.306798e-05,1.399051e-05,4,1.136706e-06,4.292003e-06
DUCK,2014-02-22,2014-02-05,mainduck,1,42,1,1,22,22,0,0.02164502,0.002815864,0.002822101,0.0002946068,2.734781e-05,0.0002946648,2.734781e-05,3,1.773613e-05,3.191021e-05
DT,2014-09-17,2014-09-17,darktoken,1,4,1,1,23,23,0,0.02766798,0.001330981,0.00133236,0.0001057116,1.530643e-05,0.0001057188,1.530643e-05,4,2.547747e-06,9.63716e-06
DP,2014-10-04,2014-09-21,7vpo,1,76,2,219,18,6,12,0.04575163,0.001320455,0.001322212,0.0001051423,2.004746e-05,0.0001051494,2.004756e-05,4,9.882693e-07,3.874083e-06
CESC,2014-04-03,2014-03-21,cryptoescudo,1,17,1,1,1,0,1,0.0,0.001827887,0.001830452,2.170469e-05,2.892606e-05,2.170469e-05,2.892622e-05,inf,1.099001e-06,4.676444e-06
CYP,2015-04-11,2015-03-30,Cypher7A69,1,53,1,1,20,20,0,0.05789474,0.001132075,0.001133165,9.065796e-05,1.373117e-05,9.066334e-05,1.373117e-05,4,3.171085e-06,9.397197e-06
POT,2014-02-10,2014-01-23,SCryptoMiners,1,73,4,3,9,3,6,0.1388889,0.00345417,0.003466078,0.0003257191,4.371999e-05,0.0003258097,4.372058e-05,5,1.977659e-06,8.132634e-06
POP,2014-04-23,2014-02-03,cryptojette,1,111,21,5,26,25,1,0.05846154,0.002914516,0.002921608,0.0002976737,3.771777e-05,0.0002977518,3.771807e-05,4,5.612887e-05,0.0001183722
TGC,2013-12-21,2013-09-07,mintedstone,1,52,1,6,27,18,9,0.1367521,0.009614121,0.009692102,0.0007488821,9.239761e-05,0.0007493702,9.239958e-05,3,1.544627e-05,4.502656e-05
RPC,2014-01-06,2013-12-29,colinistheman,1,214,24,203,202,175,27,0.05393035,0.004279942,0.004296398,0.0004350155,5.559391e-05,0.0004351657,5.559446e-05,3,0.0002825699,0.0006128011
TIPS,2013-12-31,2013-12-23,MystPhysX,1,57,1,1,75,74,1,0.002522523,0.004562854,0.004579193,0.0004772262,5.998776e-05,0.0004773637,5.99887e-05,4,3.614515e-05,0.0001343365
NODE,2014-09-13,2013-05-03,Passion_ltc,1,303,10,4,41,31,10,0.1794872,0.01561659,0.01581587,0.001086595,0.0001550431,0.00108773,0.0001550505,3,0.0001032355,0.0002754228
BITGOLD,2015-01-04,2014-03-22,Gold-Bars,1,217,3,23,195,193,2,0.006608512,0.001818297,0.001820981,0.000187262,2.883368e-05,0.0001872849,2.883389e-05,4,5.749589e-05,0.0002048711
RBY,2014-03-20,2014-02-12,rby,1,7,1,6,14,12,2,0.02564103,0.00246125,0.002466653,0.0002617521,3.476589e-05,0.0002618081,3.476623e-05,4,9.420022e-06,3.581045e-05
DOPE,2014-02-22,2014-02-17,userpacman,1,386,29,46,219,187,32,0.03551347,0.002347949,0.002354612,0.0002497375,3.364333e-05,0.0002497819,3.364356e-05,4,8.739822e-05,0.0003116544
LSD,2014-09-13,2014-09-05,lightspeedLS,1,45,1,1,11,11,0,0.05454545,0.001346914,0.001348318,0.0001071253,1.549667e-05,0.0001071311,1.549667e-05,4,2.040192e-06,8.229609e-06
SLR,2014-03-29,2014-01-24,ddirt,1,29,1,15,14,13,1,0.0989011,0.003387358,0.003397611,0.0003200501,4.291309e-05,0.0003201191,4.291347e-05,4,4.606169e-06,1.736104e-05
SLG,2014-09-23,2014-08-03,Sterlingcoin,1,297,1,1,18,18,0,0.0130719,0.001436302,0.001438005,0.0001120604,1.616501e-05,0.0001120675,1.616501e-05,4,5.088879e-06,2.012894e-05
NRB,2013-07-04,2013-12-03,educatedwarrior,1,20,0,192,9,0,9,0.2222222,0.006617673,0.006653556,5.149861e-05,7.564468e-05,5.149861e-05,7.564574e-05,inf,2.344212e-06,9.817055e-06
WKC,2014-06-25,2014-05-27,wankcoin,1,12,1,1,16,16,0,0.025,0.001589387,0.001591454,0.0001321469,1.799338e-05,0.0001321618,1.799338e-05,4,4.47782e-06,1.563367e-05
QB,2014-05-26,2014-02-27,QuarkBar,1,26,1,1,14,14,0,0.03296703,0.002134916,0.002138958,0.0002280104,2.38749e-05,0.0002280538,2.38749e-05,4,3.450879e-06,1.266051e-05
BDSM,2014-10-20,2014-09-20,altcoin.center,1,51,3,12,3,0,3,0.0,0.001323361,0.001324997,1.526764e-05,2.006191e-05,1.526764e-05,2.006202e-05,inf,8.510332e-07,3.549626e-06
NRS,2014-04-20,2014-09-06,chocobo,1,73,0,257,39,7,32,0.02560455,0.001349359,0.001351886,0.0001069473,2.034069e-05,0.0001069576,2.034082e-05,4,4.852188e-06,1.466751e-05
AXR,2014-08-27,2014-08-15,Project Axron,1,118,1,1,0,0,0,0.0,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,inf,8.798088e-07,3.678028e-06
EXC,2014-01-16,2013-08-18,CaptChadd,1,883,40,409,295,235,60,0.09272727,0.01005196,0.01016585,0.0007851863,9.560644e-05,0.0007857792,9.560878e-05,3,0.0004737873,0.001183072
SWARM,2014-09-16,2014-06-25,fractastical,1,143,1,151,11,6,5,0.07272727,0.001513803,0.001515938,0.0001219521,2.249224e-05,0.0001219647,2.249238e-05,4,2.404425e-06,9.59757e-06
DRZ,2015-04-27,2015-04-15,DRZ,1,28,1,1,18,18,0,0.05882353,0.001122006,0.001122976,8.953769e-05,1.364796e-05,8.9543e-05,1.364796e-05,4,1.862034e-06,6.569357e-06
TCO,2014-07-21,2014-06-15,bassguitarman,1,30,3,31,78,64,14,0.02768284,0.001559906,0.001561764,0.0001251506,2.283025e-05,0.00012516,2.283035e-05,3,0.0001678937,0.0001208976
GLOBE,2015-06-18,2015-06-05,GlobalCurrencyCoin,1,1,1,1,0,0,0,0.0,1.339298e-05,1.339298e-05,1.339298e-05,1.339298e-05,1.339298e-05,1.339298e-05,inf,7.689491e-07,3.186082e-06
VNL,2015-03-06,2014-12-13,john-connor,1,76,4,1,2,2,0,0.0,0.001223264,0.001224819,9.707277e-05,1.440507e-05,9.708087e-05,1.440507e-05,4,1.386266e-06,5.040406e-06
RIN,2014-08-02,2014-05-24,homhomhom,1,91,1,77,15,13,2,0.06666667,0.001599525,0.00160153,0.0001335698,2.380396e-05,0.0001335784,2.380408e-05,4,2.698679e-06,1.050215e-05
CANN,2014-08-02,2014-06-08,CannabisCoinDev,1,189,13,66,58,58,0,0.03206292,0.001574791,0.001577095,0.0001268843,1.758087e-05,0.0001268963,1.758087e-05,4,1.27498e-05,3.939658e-05
CLR,2013-11-03,2013-08-06,vipah,1,85,11,116,52,38,14,0.1386054,0.01022,0.01033379,0.000811674,9.766906e-05,0.0008123219,9.767182e-05,3,0.0001074573,0.0003083469
RIC,2014-02-27,2013-09-06,gatra,1,116,5,69,22,7,15,0.2121212,0.009526832,0.009637676,0.000750944,9.254425e-05,0.0007514937,9.25471e-05,4,1.304676e-05,4.404254e-05
FRAC,2014-06-15,2014-06-13,Fractalcoin,1,1,1,1,3,3,0,0.0,0.001562606,0.001564753,0.0001257623,1.743558e-05,0.0001257738,1.743558e-05,5,1.14416e-06,4.720762e-06
HAM,2014-10-26,2014-11-14,hamhrc,1,43,1,134,44,43,1,0.01162791,0.001248097,0.001249515,0.0001001041,1.926936e-05,0.0001001122,1.926944e-05,4,8.179587e-06,3.013389e-05
MED,2014-10-22,2014-01-04,smallplatf,1,261,3,150,7,6,1,0.0952381,0.004009924,0.004023942,0.000406693,5.273191e-05,0.0004068663,5.273279e-05,4,4.783227e-06,1.718238e-05
DASH,2014-02-14,2014-01-19,eduffield,1,157,9,227,34,28,6,0.03208556,0.003716505,0.003727422,0.000358383,4.667938e-05,0.0003584925,4.667987e-05,4,1.169139e-05,4.094588e-05
THC,2014-06-28,2014-03-09,HempCoin,1,64,1,1,16,16,0,0.05,0.001955653,0.001958425,0.0002070962,2.274692e-05,0.0002071275,2.274692e-05,4,4.106886e-06,1.478285e-05
CINNI,2014-04-23,2014-04-17,CinniCoin,1,40,2,1,52,52,0,0.00678733,0.001679984,0.00168229,0.0001664872,2.019141e-05,0.0001665088,2.019141e-05,4,1.681955e-05,6.286581e-05
PHO,2014-05-23,2014-02-22,photon_coin,1,6,1,1,20,20,0,0.02105263,0.002225794,0.002229857,0.0002363131,2.439084e-05,0.0002363415,2.439084e-05,4,1.02397e-05,4.067727e-05
BURST,2014-08-30,2014-08-11,burstcoin,1,61,1,1,42,42,0,0.006968641,0.001410179,0.00141166,0.000111876,1.599898e-05,0.000111885,1.599898e-05,4,6.740937e-06,2.550332e-05
ZEIT,2014-03-20,2014-02-15,ZEITCOIN,1,182,2,1,2,2,0,0.0,0.00238345,0.002388997,0.0002558756,2.543364e-05,0.0002559201,2.543364e-05,4,1.36746e-06,5.672713e-06
GEO,2015-02-21,2014-03-18,Geocoin,1,1,1,1,3,3,0,0.0,0.001838692,0.001842248,0.0001939689,2.197368e-05,0.0001939961,2.197368e-05,5,1.283928e-06,5.408115e-06
MEM,2013-06-09,2013-05-28,tyrion70,1,218,4,36,50,14,36,0.2721631,0.01300911,0.01321486,0.000919656,0.0001228851,0.0009203507,0.000122891,3,2.226136e-05,6.601072e-05
LXC,2014-08-05,2014-07-22,Librexcoindev,1,55,1,1,23,23,0,0.007905138,0.001452752,0.001454436,0.0001131348,1.643142e-05,0.0001131427,1.643142e-05,5,2.170214e-06,8.984726e-06
MZC,2014-02-27,2014-03-06,crazyearner,1,285,25,499,261,157,104,0.08727308,0.002021634,0.002025887,0.0002148758,3.087807e-05,0.0002149207,3.087831e-05,3,0.0002951844,0.0004163149
SPEC,2015-07-27,2014-01-27,danosphere,1,454,21,27,205,202,3,0.02945959,0.003267853,0.00328101,0.0003143434,4.056171e-05,0.0003144622,4.056203e-05,4,7.971271e-05,0.0002904111
DMD,2013-12-19,2013-07-14,JohnLuc,1,50,1,7,17,2,15,0.4705882,0.01173144,0.01185837,0.0008606348,0.0001029997,0.0008611776,0.0001030022,4,4.712922e-06,1.739852e-05
BELA,2014-03-20,2014-01-30,twoturtles,1,28,2,1,15,15,0,0.01904762,0.003044847,0.003054986,0.0003054507,2.880018e-05,0.0003055243,2.880018e-05,4,2.216261e-05,7.927558e-05
SYNC,2014-05-21,2013-06-25,MstCoin,1,49,5,1,7,7,0,0.2380952,0.01158021,0.01173563,0.0008775554,7.272727e-05,0.0008783831,7.272727e-05,4,1.410869e-05,4.427381e-05
CRC,2013-07-07,2013-07-06,Blindfolded,1,66,3,346,50,31,19,0.127551,0.01152461,0.01166874,0.0008709745,0.0001059253,0.000871568,0.000105929,3,3.37873e-05,8.829996e-05
SKC,2014-03-15,2013-11-02,Red Kendra,1,34,1,1,21,21,0,0.08571429,0.008998484,0.009071743,0.0007146528,5.790723e-05,0.0007151191,5.790723e-05,4,2.23231e-05,7.178977e-05
FLAP,2014-02-22,2014-02-15,flappycoin,1,42,3,1,97,97,0,0.01353093,0.002386242,0.002390563,0.0002569172,2.543364e-05,0.000256961,2.543364e-05,4,6.97559e-05,0.0002503409
ACOIN,2014-09-13,2014-08-30,A-Coin,1,72,1,1,10,10,0,0.0,0.001370607,0.001372172,0.0001080129,1.560476e-05,0.0001080227,1.560476e-05,5,3.738054e-06,1.452588e-05
XDN,2014-06-24,2015-06-07,dNote,1,24,1,373,347,339,8,0.007506074,0.001093046,0.001094128,8.567563e-05,1.779054e-05,8.56808e-05,1.779061e-05,3,7.11e-05,0.000221068
BUK,2014-10-04,2013-09-01,CryptoBuck,1,114,6,13,9,9,0,0.08333333,0.009406509,0.009493002,0.0007607035,6.245706e-05,0.0007612172,6.245706e-05,4,8.655149e-06,2.951676e-05
XDQ,2014-05-26,2014-05-20,coinweaver,1,76,4,95,118,117,1,0.01506591,0.001600144,0.001601924,0.0001341735,2.405314e-05,0.000134185,2.405328e-05,3,4.956888e-05,0.0001597681
XDP,2014-08-28,2014-07-24,dogeparty,1,1,1,1,8,8,0,0.03571429,0.001442055,0.00144372,0.0001125259,1.637787e-05,0.0001125374,1.637787e-05,4,1.285014e-06,5.231344e-06
SWIFT,2014-10-05,2014-09-30,BitSwift,1,46,2,1,6,6,0,0.0,0.001292525,0.00129396,0.0001038645,1.512219e-05,0.0001038751,1.512219e-05,4,2.596873e-06,1.069077e-05
GEN,2015-06-10,2015-06-04,ThinkingOutLoud,1,60,1,289,37,36,1,0.03903904,0.001097391,0.001098261,8.598092e-05,1.339836e-05,8.598595e-05,1.339836e-05,4,2.644926e-06,1.047731e-05
FIBRE,2014-08-30,2014-08-14,killakem,1,179,3,44,19,13,6,0.1111111,0.001407748,0.001410524,0.0001116137,2.095659e-05,0.0001116285,2.095666e-05,4,5.56635e-06,1.89518e-05
LIMX,2014-06-08,2014-06-04,IParn,1,234,3,61,227,219,8,0.01159455,0.001567575,0.001569639,0.0001292491,2.324895e-05,0.0001292597,2.324906e-05,4,7.655559e-05,0.0002596849
KEY,2014-07-18,2014-07-16,keycoin,1,15,1,1,77,77,0,0.004442925,0.001455382,0.001456924,0.0001146327,1.656671e-05,0.0001146399,1.656671e-05,4,8.393941e-06,3.276726e-05
UNIC,2015-06-14,2013-12-31,Teamunicoin,1,36,1,1,6,6,0,0.2666667,0.004059335,0.004075436,0.0004234581,3.88259e-05,0.0004236284,3.88259e-05,4,1.354928e-05,4.41724e-05
XRA,2015-06-26,2015-06-18,R-A-T-E,1,17,1,1,9,9,0,0.02777778,0.001089804,0.001090823,8.509069e-05,1.333707e-05,8.509621e-05,1.333707e-05,4,9.374127e-07,3.812777e-06
VGC,2014-05-06,2014-02-16,Byates,1,11,1,1,12,12,0,0.04545455,0.002374149,0.002379006,0.0002530703,2.529404e-05,0.0002531298,2.529404e-05,4,4.686047e-06,1.885537e-05
XRP,2013-08-04,2013-05-14,webr3,1,136,15,56,84,72,12,0.03024691,0.01391891,0.01406827,0.000979558,0.0001359471,0.0009802363,0.0001359525,3,0.0003290453,0.0006230849
ANC,2013-07-14,2013-06-24,nicksmith,1,19,1,9,2,0,2,0.0,0.01182997,0.01202112,7.291819e-05,0.0001110491,7.291819e-05,0.0001110523,inf,3.461204e-06,1.423192e-05
ANI,2014-02-28,2014-01-20,ani-chan,1,40,2,12,17,16,1,0.02941176,0.003841356,0.003854609,0.0003550426,4.631286e-05,0.0003551405,4.631331e-05,4,7.618097e-06,2.725968e-05
NVC,2013-04-28,2013-07-06,feeleep,1,0,0,62,89,63,26,0.1152098,0.01150514,0.0116538,0.0008710526,0.0001059245,0.0008716518,0.0001059275,3,8.53736e-05,0.0002544233
JLH,2014-07-23,2014-07-19,EvilDave,1,460,3,215,140,27,113,0.08956313,0.001458218,0.001460541,0.000113464,2.165139e-05,0.0001134733,2.165149e-05,4,5.2814e-06,1.686568e-05
COV,2015-04-21,2015-04-20,CovenDev,1,17,2,1,34,34,0,0.02139037,0.001120766,0.001121835,8.913226e-05,1.362583e-05,8.913831e-05,1.362583e-05,4,1.107501e-05,3.509317e-05
BCX,2014-01-31,2014-01-12,jackofall1232,1,145,15,175,110,106,4,0.04926945,0.003803789,0.003820002,0.0003631184,4.898891e-05,0.0003632058,4.89896e-05,3,5.093141e-05,0.0001323027
ICASH,2015-03-27,2015-03-20,cryptodev35,1,70,1,1,21,21,0,0.07142857,0.0011295,0.001130486,9.077308e-05,1.378341e-05,9.077854e-05,1.378341e-05,4,4.925383e-06,1.690835e-05
ETH,2015-08-07,2014-02-14,AltcoinBull,1,31,6,1,10,10,0,0.1333333,0.00240243,0.002407722,0.0002577107,2.558395e-05,0.0002577617,2.558395e-05,4,1.086018e-05,2.974597e-05
COL,2013-12-01,2014-01-27,sudo23,1,100,2,149,706,675,31,0.01981703,0.003270816,0.003283211,0.000314379,4.056207e-05,0.0003144529,4.056237e-05,3,0.0001636074,0.0005148181
CON,2015-02-15,2015-01-03,muddafudda,1,1352,40,617,1062,721,341,0.0393855,0.001184055,0.00118561,9.535981e-05,1.882694e-05,9.536788e-05,1.882703e-05,3,0.0003503758,0.0008670197
KDC,2014-02-02,2014-01-10,KlondikeCoin,1,144,11,1,19,19,0,0.02339181,0.003606039,0.003617037,0.0003602774,3.545094e-05,0.0003603387,3.545094e-05,4,7.738048e-06,2.891941e-05
VRC,2014-05-16,2014-05-10,effectsToCause,1,76,1,1,7,7,0,0.0,0.001635042,0.001637286,0.0001426437,1.883842e-05,0.0001426531,1.883842e-05,5,1.572926e-06,6.55061e-06
QORA,2014-05-26,2014-03-20,qora,1,74,1,1,7,7,0,0.04761905,0.001837532,0.001840375,0.0001899189,2.178982e-05,0.0001899503,2.178982e-05,4,2.470241e-06,9.435425e-06
COOL,2014-06-28,2014-05-09,CoolloveCoin,1,10,2,1,1,1,0,0.0,0.001631912,0.001636026,1.890431e-05,1.890395e-05,1.890431e-05,1.890395e-05,inf,1.173388e-06,4.947924e-06
SRC,2013-09-28,2013-08-10,baritus,1,610,39,90,901,818,83,0.03406338,0.0101502,0.01026954,0.0008113113,9.697868e-05,0.0008119957,9.698154e-05,3,0.001075532,0.002961822
FAIR,2014-03-22,2014-07-21,FairCoinTeam,1,0,0,1,3,3,0,0.0,0.001453947,0.001455694,1.645711e-05,1.645549e-05,1.645711e-05,1.645549e-05,inf,1.113152e-06,4.663336e-06
DIME,2014-01-06,2013-12-24,dimecoin,1,155,20,1,18,18,0,0.03921569,0.0044417,0.004458576,0.0004790729,4.182176e-05,0.0004792597,4.182176e-05,3,1.819414e-05,6.159558e-05
XMG,2014-09-24,2014-08-13,joelao95,1,246,3,219,27,22,5,0.04558405,0.001414052,0.001415607,0.0001117514,2.09799e-05,0.0001117576,2.098001e-05,4,1.495252e-05,5.104347e-05
HEX,2014-03-15,2014-02-23,Heisenbergprime,1,8,1,1,2,2,0,0.0,0.002226903,0.002231936,2.42742e-05,2.427302e-05,2.42742e-05,2.427302e-05,inf,2.180592e-06,9.408092e-06
COMM,2014-04-15,2014-03-26,communitycoin,1,128,3,1,111,111,0,0.004422604,0.001785518,0.001787924,0.0001801385,2.131605e-05,0.0001801636,2.131605e-05,3,2.459823e-05,6.165134e-05
