coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_weighted,user1_pagerank_weighted
URO,2014-06-12,2014-01-17,YourMine.org,1,203,7,4,6,4,2,0.0,0.003892497,0.003910352,0.0003610187,4.718735e-05,0.0003611224,4.718778e-05,29.41667,5,3.257872e-06,1.358473e-05
NOBL,2014-02-08,2013-12-12,AndrewNoble,1,353,1,1,13,13,0,0.0,0.005486346,0.005513616,0.0005795861,4.781029e-05,0.0005798908,4.781029e-05,0.0,3,1.454176e-05,3.523611e-05
DASH,2014-02-14,2015-04-27,gourl.io,1,0,0,1,1,1,0,0.0,0.001118523,0.001119747,1.358585e-05,1.358566e-05,1.358585e-05,1.358566e-05,0.0,inf,7.825844e-07,3.249134e-06
PIGGY,2014-06-15,2014-02-26,piggycoin,1,320,4,1,35,33,2,0.03743316,0.002159381,0.002163057,0.0002296993,3.204347e-05,0.0002297222,3.204368e-05,93918.07,3,8.320187e-06,3.341463e-05
FIMK,2014-07-12,2014-06-01,Eliphaz Fimk,1,81,2,1,3,3,0,0.0,0.00156562,0.001567658,0.0001308301,1.780849e-05,0.0001308408,1.780849e-05,0.0,5,1.239904e-06,5.140646e-06
THC,2014-06-28,2014-03-09,HempCoin,1,64,1,1,16,16,0,0.05,0.001955653,0.001958425,0.0002070962,2.274692e-05,0.0002071275,2.274692e-05,0.0,4,4.106886e-06,1.478285e-05
BYC,2014-11-23,2015-03-23,Bytecent,1,4,1,139,11,11,0,0.0,0.001129296,0.001130315,9.08776e-05,1.376747e-05,9.088272e-05,1.376747e-05,0.0,4,1.64534e-06,6.346242e-06
BTCD,2014-07-16,2014-07-10,Azeh,1,91,3,129,23,6,17,0.1264822,0.001474523,0.001477418,0.0001166099,2.193149e-05,0.0001166189,2.193163e-05,11805.32,4,1.583735e-06,5.764048e-06
CINNI,2014-04-23,2014-04-17,CinniCoin,1,40,2,1,52,52,0,0.00678733,0.001679984,0.00168229,0.0001664872,2.019141e-05,0.0001665088,2.019141e-05,0.0,4,1.681955e-05,6.286581e-05
MUE,2014-11-01,2014-09-12,Mue,1,99,2,1,5,3,2,0.1,0.001339671,0.001341396,1.538012e-05,2.021074e-05,1.538012e-05,2.021084e-05,128.6667,inf,9.419707e-07,3.930248e-06
VIA,2014-07-18,2014-07-19,btcdrak,1,196,5,411,333,317,16,0.005589927,0.001458089,0.001460115,0.0001134691,2.165134e-05,0.000113477,2.165142e-05,1535008.0,3,9.750708e-05,0.0003259418
PHO,2014-05-23,2014-01-09,rinovma,1,3,2,2,19,19,0,0.04093567,0.003770827,0.00378353,0.0003673319,3.579226e-05,0.0003674505,3.579226e-05,0.0,4,8.168418e-06,2.814902e-05
MEC,2013-07-07,2013-05-30,kimoto,1,73,3,1,37,37,0,0.1921922,0.01282418,0.01295779,0.000893609,7.916403e-05,0.0008942209,7.916403e-05,0.0,3,5.347302e-05,0.0001522995
ELT,2014-06-12,2014-05-26,electron-coin,1,17,1,1,12,12,0,0.01515152,0.001591135,0.001593323,0.000132753,1.803947e-05,0.000132768,1.803947e-05,0.0,4,2.863849e-06,9.97754e-06
ZEIT,2014-03-20,2014-02-27,ZEITCOIN,1,182,2,13,117,117,0,0.001473622,0.002136453,0.002141379,0.0002295448,2.38749e-05,0.0002295781,2.38749e-05,0.0,3,4.091697e-05,0.0001685317
MAX,2014-02-12,2014-01-30,maxcoinproject,1,2,1,1,147,147,0,0.01509645,0.003049752,0.003056286,0.0003070312,2.880018e-05,0.0003070883,2.880018e-05,0.0,3,0.0001165422,0.0003318815
SFR,2014-06-15,2014-04-28,saffroncoin,1,362,1,1,8,8,0,0.0,0.001640697,0.00164302,0.0001531678,1.957483e-05,0.0001531807,1.957483e-05,0.0,4,5.615891e-06,1.973207e-05
KRN,2014-03-15,2014-01-19,pengar,1,32,1,1,13,12,1,0.05128205,0.003714138,0.003726998,0.0003585096,3.325684e-05,0.0003586218,3.325684e-05,2001.324,4,1.269825e-05,4.146614e-05
JPC,2014-05-21,2014-04-26,JackpotCoin,1,69,1,1,14,14,0,0.03296703,0.001657624,0.001659988,0.0001562322,1.968775e-05,0.0001562535,1.968775e-05,0.0,4,6.900783e-06,2.472202e-05
SYS,2014-08-20,2014-04-28,danosphere,1,341,20,118,437,431,6,0.01495301,0.001642509,0.0016456,0.000153142,2.599316e-05,0.0001531632,2.59933e-05,845381.6,3,0.0002036227,0.0006428873
MAC,2015-02-07,2014-01-28,Ripcurl99983,1,176,1,1,6,6,0,0.06666667,0.003182494,0.003191384,0.0003099455,2.923036e-05,0.0003100296,2.923036e-05,0.0,4,4.698128e-06,1.686802e-05
CCN,2014-04-25,2014-03-25,Cannacoin,1,76,3,31,18,16,2,0.0,0.001787954,0.001790436,0.0001832259,2.855614e-05,0.0001832437,2.855632e-05,179.0857,4,3.124301e-06,1.193665e-05
LXC,2014-08-05,2014-07-22,Librexcoindev,1,55,1,1,23,23,0,0.007905138,0.001452752,0.001454436,0.0001131348,1.643142e-05,0.0001131427,1.643142e-05,0.0,5,2.170214e-06,8.984726e-06
MZC,2014-02-27,2014-03-06,crazyearner,1,285,25,499,261,157,104,0.08727308,0.002021634,0.002025887,0.0002148758,3.087807e-05,0.0002149207,3.087831e-05,532920.4,3,0.0002951844,0.0004163149
APC,2014-02-09,2013-12-07,JohnDorien,1,369,24,248,206,116,90,0.150316,0.006003803,0.006037389,0.0006010707,7.282507e-05,0.0006013636,7.282655e-05,103244.1,3,0.0001449146,0.0003524932
PYC,2014-12-06,2013-08-07,deppJ,1,24,2,70,26,25,1,0.1538462,0.01028319,0.01038532,0.0008095215,6.509145e-05,0.0008100795,6.509145e-05,3.666667,4,5.188277e-05,0.0001508783
MAL,2014-11-24,2014-10-15,malibudev,1,35,1,1,11,11,0,0.03636364,0.001283051,0.001284448,0.0001019717,1.494322e-05,0.0001019797,1.494322e-05,0.0,4,1.277544e-06,4.971554e-06
EMD,2013-08-04,2013-06-17,picasso,1,74,3,2,70,62,8,0.1487179,0.01267211,0.01285149,0.0008620895,0.0001134454,0.0008626424,0.0001134504,108356.2,3,0.0001912453,0.0005721599
GUA,2014-11-23,2014-12-21,guaranycrypto,1,0,0,1,3,3,0,0.3333333,0.001218598,0.001220052,9.643464e-05,1.434741e-05,9.644e-05,1.434741e-05,0.0,5,2.464447e-06,8.550606e-06
ARG,2013-07-04,2013-06-11,eddyfitz,1,201,2,35,22,0,22,0.1948052,0.01249676,0.01267599,7.628347e-05,0.0001167574,7.628347e-05,0.000116763,0.0,inf,3.631744e-06,1.492295e-05
DMD,2013-12-19,2013-07-14,JohnLuc,1,50,1,7,17,2,15,0.4705882,0.01173144,0.01185837,0.0008606348,0.0001029997,0.0008611776,0.0001030022,0.0,4,4.712922e-06,1.739852e-05
GUE,2014-06-23,2014-06-18,guerillacoin,1,21,1,1,6,6,0,0.0,0.00153502,0.001536844,0.0001242423,1.730852e-05,0.0001242505,1.730852e-05,0.0,4,1.420926e-06,5.436087e-06
OC,2014-05-13,2014-04-24,Orangecoin,1,59,1,1,14,14,0,0.03296703,0.001671754,0.00167411,0.0001594058,1.981768e-05,0.0001594268,1.981768e-05,0.0,4,5.590384e-06,1.974007e-05
BELA,2014-03-20,2014-01-30,twoturtles,1,28,2,1,15,15,0,0.01904762,0.003044847,0.003054986,0.0003054507,2.880018e-05,0.0003055243,2.880018e-05,0.0,4,2.216261e-05,7.927558e-05
GUN,2014-05-11,2014-03-04,guncoin_support,1,96,1,1,0,0,0,0.0,2.335466e-05,2.335466e-05,2.335466e-05,2.335466e-05,2.335466e-05,2.335466e-05,0.0,inf,1.142853e-06,4.910684e-06
SBC,2013-07-07,2013-06-08,artos,1,59,4,1,78,74,4,0.06631579,0.01250768,0.01263082,0.0008665261,0.0001177035,0.0008670828,0.0001177078,31168.22,3,9.263349e-05,0.0002901934
QSLV,2014-11-13,2014-11-01,QuicksilverCoin,1,40,2,6,14,14,0,0.0,0.001261992,0.001263588,0.0001009324,1.475209e-05,0.0001009377,1.475209e-05,0.0,4,3.463943e-06,1.195268e-05
LKY,2013-06-14,2013-05-25,LuckyC,1,6,2,1,131,131,0,0.08009395,0.01354332,0.0136753,0.0009251725,8.126778e-05,0.0009257355,8.126778e-05,0.0,3,0.0001929264,0.000575934
YBC,2014-01-16,2013-06-27,orange,1,3,3,1,17,17,0,0.2205882,0.01133649,0.01145521,0.0008723491,7.223868e-05,0.0008729349,7.223868e-05,0.0,3,1.852439e-05,6.25362e-05
VIOR,2014-11-23,2014-10-26,Viorcoin,1,116,1,1,13,13,0,0.06410256,0.001262145,0.001263519,0.0001017455,1.481679e-05,0.0001017533,1.481679e-05,0.0,4,8.018491e-06,2.180868e-05
BOB,2014-08-27,2014-01-11,deeppurple72,1,373,74,195,21,12,9,0.1333333,0.003746368,0.003756747,0.0003653904,4.937875e-05,0.0003654738,4.937928e-05,24.5,4,2.777399e-06,1.115603e-05
BET,2013-12-14,2013-10-31,betacoindev,1,84,4,1,11,11,0,0.03636364,0.009141163,0.009226219,0.0007074489,5.819367e-05,0.000707972,5.819367e-05,0.0,4,3.450538e-05,0.0001100885
TRL,2014-09-30,2014-02-08,TrollCoins,1,100,2,1,7,7,0,0.0,0.002654324,0.002660622,0.0002799716,2.65915e-05,0.0002800207,2.65915e-05,0.0,5,1.801548e-06,7.840355e-06
BVC,2014-10-04,2014-08-30,Sumpfbiene,1,114,4,207,20,16,4,0.05789474,0.001371373,0.001373418,0.0001079863,2.050161e-05,0.000107993,2.050169e-05,3700.347,4,5.556346e-06,2.020313e-05
LSD,2014-09-13,2014-09-05,lightspeedLS,1,45,1,1,11,11,0,0.05454545,0.001346914,0.001348318,0.0001071253,1.549667e-05,0.0001071311,1.549667e-05,0.0,4,2.040192e-06,8.229609e-06
SHIBE,2014-05-06,2014-08-05,ShibecoinON,1,0,0,1,0,0,0,0.0,1.612565e-05,1.612565e-05,1.612565e-05,1.612565e-05,1.612565e-05,1.612565e-05,0.0,inf,8.879946e-07,3.720627e-06
START,2014-06-15,2014-06-14,startcoinproject,1,2,1,1,11,11,0,0.05454545,0.001557065,0.00155907,0.0001254298,1.740644e-05,0.0001254434,1.740644e-05,0.0,4,1.963393e-06,7.773047e-06
ACOIN,2014-09-13,2012-11-12,crazy_rabbit,1,2137,181,345,296,191,105,0.1225912,0.02835514,0.02913599,0.001480683,0.0002803826,0.001482725,0.0002804084,100348.1,3,0.0009256491,0.001653262
PLNC,2014-04-15,2014-03-11,WalutowyKrol,1,17,1,49,11,6,5,0.0,0.001899987,0.001902865,0.0002042549,3.012076e-05,0.0002042917,3.012091e-05,767.0661,4,1.74094e-06,6.835847e-06
PTC,2014-02-22,2014-01-16,CryptoMP,1,154,10,32,150,143,7,0.0233557,0.003816695,0.003833756,0.0003600742,4.750624e-05,0.0003601794,4.750699e-05,105196.8,4,4.721071e-05,0.0001783848
ROX,2014-07-01,2014-06-29,Roxcoin,1,23,1,1,59,59,0,0.01168907,0.001501337,0.001502991,0.0001199577,1.701635e-05,0.0001199669,1.701635e-05,0.0,4,8.607661e-06,2.603668e-05
TCO,2014-07-21,2014-06-15,bassguitarman,1,30,3,31,78,64,14,0.02768284,0.001559906,0.001561764,0.0001251506,2.283025e-05,0.00012516,2.283035e-05,201242.6,3,0.0001678937,0.0001208976
PSEUD,2014-07-21,2014-07-04,twhh,1,35,2,107,18,6,12,0.1633987,0.001485308,0.001487182,0.0001175745,2.211479e-05,0.0001175833,2.211488e-05,96.20606,5,1.020731e-06,4.258153e-06
CXC,2014-12-25,2015-02-14,cxc.bid,1,0,0,1,0,0,0,0.0,1.39821e-05,1.39821e-05,1.39821e-05,1.39821e-05,1.39821e-05,1.39821e-05,0.0,inf,7.919562e-07,3.291003e-06
BUN,2014-09-11,2014-04-30,shibebunny,1,105,11,85,35,34,1,0.02184874,0.001639262,0.001641281,0.0001483419,2.57242e-05,0.0001483593,2.572434e-05,88609.53,3,1.493659e-05,4.68074e-05
XDQ,2014-05-26,2014-05-20,coinweaver,1,76,4,95,118,117,1,0.01506591,0.001600144,0.001601924,0.0001341735,2.405314e-05,0.000134185,2.405328e-05,97328.28,3,4.956888e-05,0.0001597681
XDP,2014-08-28,2014-07-24,dogeparty,1,1,1,1,8,8,0,0.03571429,0.001442055,0.00144372,0.0001125259,1.637787e-05,0.0001125374,1.637787e-05,0.0,4,1.285014e-06,5.231344e-06
TTC,2014-11-08,2014-01-30,vertoe,1,210,12,2,5,1,4,0.0,0.003044616,0.003054321,0.0003051752,3.927932e-05,0.0003052443,3.927974e-05,6.5,5,1.475315e-06,6.112676e-06
MNC,2013-05-03,2013-04-13,vipah,1,6,2,1,5,5,0,0.3,0.02020981,0.02084603,0.001203863,0.0001156203,0.001205443,0.0001156203,0.0,4,3.321698e-05,9.12782e-05
PTS,2013-11-21,2014-12-04,pmconrad,1,45,0,466,75,2,73,0.05873874,0.001225558,0.001227269,9.779716e-05,1.907942e-05,9.780774e-05,1.90795e-05,250833.0,5,8.445767e-07,3.513144e-06
MNE,2014-10-25,2014-09-26,Mchrono,1,98,2,1,20,20,0,0.02631579,0.001303273,0.00130448,0.0001043244,1.517658e-05,0.0001043311,1.517658e-05,0.0,4,2.822825e-06,1.046074e-05
NMC,2013-04-28,2012-07-11,khal,1,200,14,504,93,72,21,0.1161049,0.03280173,0.03407058,0.001570877,0.0003229252,0.001573677,0.0003229728,27983.58,2,0.0006504001,0.0009893964
TRI,2014-07-21,2014-07-17,3angle,1,12,1,1,11,10,1,0.09090909,0.001461075,0.001462659,0.0001144443,1.654698e-05,0.0001144509,1.654698e-05,5.0,4,1.749004e-06,6.372564e-06
FIBRE,2014-08-30,2014-08-14,killakem,1,179,3,44,19,13,6,0.1111111,0.001407748,0.001410524,0.0001116137,2.095659e-05,0.0001116285,2.095666e-05,19333.89,4,5.56635e-06,1.89518e-05
TRK,2014-07-16,2014-06-04,truckcoin,1,67,2,1,19,19,0,0.01754386,0.001566745,0.001568807,0.0001292728,1.770444e-05,0.0001292871,1.770444e-05,0.0,4,3.997275e-06,1.483544e-05
FLAP,2014-02-22,2014-02-11,aszu,1,42,1,1,9,8,1,0.0,0.002485503,0.002490856,0.0002661113,2.606407e-05,0.0002661499,2.606407e-05,2238.585,4,1.803996e-06,7.280455e-06
FST,2013-07-04,2013-05-30,fast-coin,1,49,3,1,96,96,0,0.07982456,0.01284181,0.01300089,0.0009108246,7.916403e-05,0.0009114308,7.916403e-05,0.0,3,0.0002278941,0.000708407
FOOD,2014-07-17,2014-07-03,TheWhale,1,164,7,143,128,122,6,0.05299338,0.001479622,0.001482092,0.0001181071,2.215057e-05,0.0001181203,2.215067e-05,28717.93,3,4.631991e-05,9.528904e-05
TRC,2013-04-28,2013-01-22,weenfan,1,5,1,7,1,0,1,0.0,0.025494,0.02618498,0.000155521,0.0002663152,0.000155521,0.0002663407,0.0,inf,7.978851e-06,3.163036e-05
SOLE,2014-08-21,2014-08-09,solecoin,1,50,1,1,15,15,0,0.02857143,0.001409973,0.00141161,0.000112098,1.603335e-05,0.0001121045,1.603335e-05,0.0,4,4.634485e-06,1.801691e-05
DOGED,2014-10-25,2014-10-10,Dogedarkdev,1,46,2,1,21,21,0,0.07619048,0.001283236,0.001284335,0.0001028429,1.500623e-05,0.0001028503,1.500623e-05,0.0,4,1.81641e-06,6.844498e-06
CSC,2013-07-25,2013-07-19,transcoder,1,46,4,8,32,31,1,0.1330645,0.01111768,0.01125867,0.0008444944,0.0001017684,0.00084528,0.0001017715,10039.97,3,3.525567e-05,0.0001081351
VGC,2014-05-06,2014-02-16,Byates,1,11,1,1,12,12,0,0.04545455,0.002374149,0.002379006,0.0002530703,2.529404e-05,0.0002531298,2.529404e-05,0.0,4,4.686047e-06,1.885537e-05
SHA,2014-06-25,2014-03-13,SHACoin,1,57,2,1,6,6,0,0.0,0.001877601,0.001880258,0.000200241,2.236786e-05,0.000200264,2.236786e-05,0.0,4,3.094822e-06,1.119672e-05
FTC,2013-05-03,2013-04-22,thep33t,1,141,1,5,4,1,3,0.6666667,0.01743347,0.01778015,0.0001082603,0.0001705638,0.0001082603,0.0001705762,0.0,inf,5.634986e-06,2.318041e-05
XBOT,2014-09-07,2014-08-30,Socialbot,1,126,2,12,57,57,0,0.01441103,0.001371641,0.001373228,0.0001080107,1.560476e-05,0.0001080186,1.560476e-05,0.0,4,1.074953e-05,3.438743e-05
