symbol,name,earliest_trade_date,earliest_mention_date,user1,user1_url1,user1_date1
CGN,KolschCoin,2015-04-21,2015-04-10,TillKoeln,https://bitcointalk.org/index.php?topic=1019421.0,2015-04-10
DETH,DarkEther,2015-08-10,2015-08-09,DarkEther,https://bitcointalk.org/index.php?topic=1148229.0,2015-08-09
DEM,Deutsche eMark,2013-12-14,2013-10-15,Bzzzum,https://bitcointalk.org/index.php?topic=310939.0,2013-10-15
QSLV,Quicksilver,2014-11-13,2014-10-31,QuicksilverCoin,https://bitcointalk.org/index.php?topic=842240.0,2014-10-31
COINO,CoinoUSD,2014-12-25,2015-03-23,coinomat.com,https://bitcointalk.org/index.php?topic=1000725.0,2015-03-23
SCRT,SecretCoin,2015-11-16,2015-08-25,TeamSecret,https://bitcointalk.org/index.php?topic=1161754.0,2015-08-25
UNC,UNCoin,2015-03-22,2015-03-07,invt2424,https://bitcointalk.org/index.php?topic=979543.0,2015-03-07
XSI,StabilityShares,2014-04-23,2014-04-16,cryptonewbie,https://bitcointalk.org/index.php?topic=572508.0,2014-04-16
VIOR,Viorcoin,2014-11-23,2015-05-07,MikeMike,https://bitcointalk.org/index.php?topic=1053087.0,2015-05-07
ZNY,Bitzeny,2015-07-09,2014-11-07,bitzeny,https://bitcointalk.org/index.php?topic=849994.0,2014-11-07
BLOCK,Blocknet,2014-11-01,2014-10-20,synechist,https://bitcointalk.org/index.php?topic=829576.0,2014-10-20
TRON,Positron,2015-04-14,2015-04-11,positrondev,https://bitcointalk.org/index.php?topic=1021029.0,2015-04-11
NEU,NeuCoin,2015-09-25,2015-02-03,Sandrine89,https://bitcointalk.org/index.php?topic=944933.0,2015-02-03
MUSE,MUSE,2015-05-07,2015-10-23,StanLarimer,https://bitcointalk.org/index.php?topic=1217871.0,2015-10-23
SLING,Sling,2015-04-21,2015-04-20,DG.Slayer,https://bitcointalk.org/index.php?topic=1032166.0,2015-04-20
KORE,KoreCoin,2014-06-21,2014-06-28,Eurbids,https://bitcointalk.org/index.php?topic=668886.0,2014-06-28
PLNC,PLNcoin,2014-04-15,2014-03-10,WalutowyKrol,https://bitcointalk.org/index.php?topic=509433.0,2014-03-10
PTC,Pesetacoin,2014-02-22,2014-01-07,CryptoMP,https://bitcointalk.org/index.php?topic=403378.0,2014-01-07
CRAVE,Crave,2015-03-26,2015-03-20,industrialcoinmagic,https://bitcointalk.org/index.php?topic=997356.0,2015-03-20
CAIX,CAIx,2014-04-15,2014-03-13,Caishen_Project,https://bitcointalk.org/index.php?topic=513613.0,2014-03-13
ROX,ROXcoin,2014-07-01,2014-06-28,Roxcoin,https://bitcointalk.org/index.php?topic=668876.0,2014-06-28
BUK,CryptoBuck,2014-10-04,2013-08-31,CryptoBuck,https://bitcointalk.org/index.php?topic=285224.0,2013-08-31
PSEUD,PseudoCash,2014-07-21,2014-07-03,pseudocoin,https://bitcointalk.org/index.php?topic=676343.0,2014-07-03
CAID,Coinaid,2015-09-15,2015-09-05,crunck,https://bitcointalk.org/index.php?topic=1171544.0,2015-09-05
SANDG,Save and Gain,2015-10-12,2015-06-16,crunck,https://bitcointalk.org/index.php?topic=1091306.0,2015-06-16
XDQ,Dirac,2014-05-26,2014-05-19,coinweaver,https://bitcointalk.org/index.php?topic=616288.0,2014-05-19
XDP,Dogeparty,2014-08-28,2014-07-23,dogeparty,https://bitcointalk.org/index.php?topic=706739.0,2014-07-23
BUB,Bubble,2015-05-07,2015-05-01,MakingBubbles,https://bitcointalk.org/index.php?topic=1044272.0,2015-05-01
OSC,OpenSourcecoin,2014-03-15,2013-08-06,r3wt,https://bitcointalk.org/index.php?topic=268705.0,2013-08-06
PTS,BitShares PTS,2013-11-21,2013-11-05,FreeTrade,https://bitcointalk.org/index.php?topic=325261.0,2013-11-05
MNE,Munne,2014-10-25,2014-09-26,Mchrono,https://bitcointalk.org/index.php?topic=797828.0,2014-09-26
WS,Woodshares,2015-07-02,2015-04-12,KrLos,https://bitcointalk.org/index.php?topic=1022416.0,2015-04-12
8BIT,8Bit,2015-04-18,2015-04-17,8bitproject,https://bitcointalk.org/index.php?topic=1028119.0,2015-04-17
TRI,Triangles,2014-07-21,2014-07-16,3angle,https://bitcointalk.org/index.php?topic=697634.0,2014-07-16
USDE,USDe,2014-02-06,2014-01-11,USD-e,https://bitcointalk.org/index.php?topic=410254.0,2014-01-11
TRK,Truckcoin,2014-07-16,2014-07-29,noise23,https://bitcointalk.org/index.php?topic=716182.0,2014-07-29
TAGR,TAGRcoin,2015-07-16,2015-06-18,Tagr.Dev,https://bitcointalk.org/index.php?topic=1092796.0,2015-06-18
SKB,SkullBuzz,2015-10-14,2015-05-20,SkullBuzz,https://bitcointalk.org/index.php?topic=1066128.0,2015-05-20
CAPT,CAPTcoin,2014-08-20,2014-07-09,EcuaMobi,https://bitcointalk.org/index.php?topic=683776.0,2014-07-09
UNIC,UniCoin,2015-06-14,2013-12-30,Teamunicoin,https://bitcointalk.org/index.php?topic=392204.0,2013-12-30
TRC,Terracoin,2013-04-28,2012-10-31,celkaris,https://bitcointalk.org/index.php?topic=121405.0,2012-10-31
DOGED,DogeCoinDark,2014-10-25,2014-10-09,Dogedarkdev,https://bitcointalk.org/index.php?topic=817937.0,2014-10-09
WOP,WorldPay,2015-10-12,2015-10-07,WorldPay,https://bitcointalk.org/index.php?topic=1202899.0,2015-10-07
GCN,GCoin,2014-11-16,2014-04-04,Mr G,https://bitcointalk.org/index.php?topic=556746.0,2014-04-04
GCC,GuccioneCoin,2015-08-20,2015-06-25,GCCTeam1,https://bitcointalk.org/index.php?topic=1099201.0,2015-06-25
SHA,SHACoin,2014-06-25,2014-03-17,matt4054,https://bitcointalk.org/index.php?topic=518895.0,2014-03-17
SJCX,Storjcoin X,2014-08-20,2014-07-20,Storj,https://bitcointalk.org/index.php?topic=702602.0,2014-07-20
KOBO,Kobocoin,2015-02-15,2015-01-11,TheTribesman,https://bitcointalk.org/index.php?topic=920290.0,2015-01-11
EFL,Electronic Gulden,2014-03-26,2014-03-19,ElectronicGulden,https://bitcointalk.org/index.php?topic=522661.0,2014-03-19
VCN,Vcoin,2015-06-10,2015-05-13,chrisvl,https://bitcointalk.org/index.php?topic=1059746.0,2015-05-13
SHF,Shift,2015-09-05,2015-08-17,ShiftTeam,https://bitcointalk.org/index.php?topic=1155284.0,2015-08-17
RT2,RotoCoin,2014-03-29,2014-03-15,Rotocoin,https://bitcointalk.org/index.php?topic=516138.0,2014-03-15
PMP,PreminePlus,2014-10-20,2014-07-02,TheMightyX,https://bitcointalk.org/index.php?topic=673760.0,2014-07-02
SPRTS,Sprouts,2015-07-21,2015-06-30,MrEggman,https://bitcointalk.org/index.php?topic=1103868.0,2015-06-30
CLV,CleverCoin,2015-05-13,2015-05-08,clevercryptodev,https://bitcointalk.org/index.php?topic=1054615.0,2015-05-08
UNIT,Universal Currency,2015-05-07,2015-04-25,carboncredit,https://bitcointalk.org/index.php?topic=1037825.0,2015-04-25
COOL,CoolCoin,2014-06-28,2014-05-08,CoolloveCoin,https://bitcointalk.org/index.php?topic=601045.0,2014-05-08
ULTC,Umbrella-LTC,2014-08-31,2014-07-12,Umbrella Holdings,https://bitcointalk.org/index.php?topic=687265.0,2014-07-12
STHR,Stakerush,2015-09-14,2015-08-25,stakerush,https://bitcointalk.org/index.php?topic=1161629.0,2015-08-25
BTQ,BitQuark,2014-07-29,2014-02-15,BitQuark,https://bitcointalk.org/index.php?topic=468018.0,2014-02-15
BTS,BitShares,2014-07-21,2013-05-31,bytemaster,https://bitcointalk.org/index.php?topic=221361.0,2013-05-31
ANC,Anoncoin,2013-07-14,2013-06-06,meeh,https://bitcointalk.org/index.php?topic=227287.0,2013-06-06
CBIT,CryptBit,2015-10-01,2015-09-23,CryptBit,https://bitcointalk.org/index.php?topic=1188889.0,2015-09-23
XCH,ClearingHouse,2014-10-04,2014-08-11,btcdrak,https://bitcointalk.org/index.php?topic=734674.0,2014-08-11
SSV,SSVCoin,2014-09-07,2014-06-22,SSVCoin,https://bitcointalk.org/index.php?topic=661043.0,2014-06-22
XCN,Cryptonite,2014-08-02,2014-07-18,Cryptonite XCN,https://bitcointalk.org/index.php?topic=700039.0,2014-07-18
XCO,X-Coin,2015-03-06,2015-02-26,el3ab,https://bitcointalk.org/index.php?topic=969896.0,2015-02-26
FUND,Cryptofund,2015-09-21,2015-09-03,sasha35625,https://bitcointalk.org/index.php?topic=1169633.0,2015-09-03
ENRG,Energycoin,2014-05-15,2014-04-29,energycr,https://bitcointalk.org/index.php?topic=589008.0,2014-04-29
HIRO,Hirocoin,2014-03-26,2014-04-13,dupee419,https://bitcointalk.org/index.php?topic=569717.0,2014-04-13
XCP,Counterparty,2014-02-15,2014-01-02,PhantomPhreak,https://bitcointalk.org/index.php?topic=395761.0,2014-01-02
GCR,Global Currency Reserve,2015-08-26,2015-08-19,gcrgcr,https://bitcointalk.org/index.php?topic=1157341.0,2015-08-19
BTA,Bata,2015-05-29,2015-04-28,pc888,https://bitcointalk.org/index.php?topic=1040956.0,2015-04-28
FRSH,FreshCoin,2014-08-22,2014-06-30,savale,https://bitcointalk.org/index.php?topic=670939.0,2014-06-30
BTB,BitBar,2013-05-09,2013-05-02,xorxor,https://bitcointalk.org/index.php?topic=193519.0,2013-05-02
BTM,Bitmark,2014-08-19,2014-06-21,coinsolidation,https://bitcointalk.org/index.php?topic=660544.0,2014-06-21
XCASH,XCash,2014-09-11,2014-09-01,johnnyxcash,https://bitcointalk.org/index.php?topic=765360.0,2014-09-01
JLH,jl777hodl,2014-07-23,2014-07-18,EvilDave,https://bitcointalk.org/index.php?topic=699887.0,2014-07-18
IVZ,InvisibleCoin,2015-10-12,2015-10-09,scat,https://bitcointalk.org/index.php?topic=1204574.0,2015-10-09
HZ,Horizon,2014-07-14,2014-10-14,Pizpie,https://bitcointalk.org/index.php?topic=823785.0,2014-10-14
BCN,Bytecoin,2014-06-17,2014-03-12,DStrange,https://bitcointalk.org/index.php?topic=512747.0,2014-03-12
JBS,Jumbucks,2014-09-07,2014-09-01,jyap,https://bitcointalk.org/index.php?topic=765082.0,2014-09-01
XSEED,BitSeeds,2015-04-21,2015-09-28,worth,https://bitcointalk.org/index.php?topic=1195172.0,2015-09-28
GIVE,GiveCoin,2015-02-20,2014-08-16,TheLittleDuke,https://bitcointalk.org/index.php?topic=741714.0,2014-08-16
BCF,BitcoinFast,2014-12-06,2014-12-03,BitCoinFastTeam,https://bitcointalk.org/index.php?topic=881774.0,2014-12-03
SWING,Swing,2015-09-28,2015-08-28,murderouskirk,https://bitcointalk.org/index.php?topic=1164721.0,2015-08-28
CHAO,23 Skidoo,2015-07-25,2014-03-22,gxsbk,https://bitcointalk.org/index.php?topic=526224.0,2014-03-22
DVC,Devcoin,2013-04-28,2011-08-05,Unthinkingbit,https://bitcointalk.org/index.php?topic=34586.0,2011-08-05
SPHR,Sphere,2015-05-02,2015-04-30,ChronoSphereDev,https://bitcointalk.org/index.php?topic=1042958.0,2015-04-30
UTIL,UtilityCoin,2014-09-30,2014-09-26,utilitycoin,https://bitcointalk.org/index.php?topic=797900.0,2014-09-26
ACP,AnarchistsPrime,2015-07-13,2015-03-24,ACP,https://bitcointalk.org/index.php?topic=1001407.0,2015-03-24
BCX,BattleCoin,2014-01-31,2014-01-11,jackofall1232,https://bitcointalk.org/index.php?topic=409482.0,2014-01-11
BCY,Bitcrystals,2015-09-14,2015-02-16,hnin,https://bitcointalk.org/index.php?topic=957797.0,2015-02-16
FIST,FistBump,2015-06-08,2015-06-01,FistBump,https://bitcointalk.org/index.php?topic=1077662.0,2015-06-01
ISL,IslaCoin,2015-09-28,2015-05-05,isladev,https://bitcointalk.org/index.php?topic=1051125.0,2015-05-05
ETH,Ethereum,2015-08-07,2014-01-12,tacotime,https://bitcointalk.org/index.php?topic=412878.0,2014-01-12
SILK,Silkcoin,2014-05-11,2014-02-12,silkcoinproject,https://bitcointalk.org/index.php?topic=462517.0,2014-02-12
FLDC,FoldingCoin,2014-09-16,2014-09-13,FoldingCoin,https://bitcointalk.org/index.php?topic=781352.0,2014-09-13
BCR,Bitcredits,2015-03-29,2014-12-17,bitcreditscc,https://bitcointalk.org/index.php?topic=896133.0,2014-12-17
CON,PayCon,2015-02-15,2015-01-02,muddafudda,https://bitcointalk.org/index.php?topic=912034.0,2015-01-02
DGB,DigiByte,2014-02-06,2014-01-10,DigiByte,https://bitcointalk.org/index.php?topic=408268.0,2014-01-10
PLANET,PlanetCoin,2015-03-22,2015-03-04,planetcoin,https://bitcointalk.org/index.php?topic=975871.0,2015-03-04
ECC,ECCoin,2014-03-20,2014-03-06,hostmaster,https://bitcointalk.org/index.php?topic=503236.0,2014-03-06
CRT,CRTCoin,2014-05-11,2014-04-03,digitaldj,https://bitcointalk.org/index.php?topic=555578.0,2014-04-03
LTBC,LTBcoin,2014-08-20,2014-07-27,crackerhead,https://bitcointalk.org/index.php?topic=712944.0,2014-07-27
GEMZ,GetGems,2015-01-12,2014-08-26,peled1986,https://bitcointalk.org/index.php?topic=758004.0,2014-08-26
CASH,Cashcoin,2014-02-27,2014-01-20,CryptoCashNow,https://bitcointalk.org/index.php?topic=424421.0,2014-01-20
GRAV,Graviton,2015-05-04,2015-05-02,gravitondev,https://bitcointalk.org/index.php?topic=1045089.0,2015-05-02
KDC,KlondikeCoin,2014-02-02,2014-01-09,KlondikeCoin,https://bitcointalk.org/index.php?topic=407705.0,2014-01-09
VRC,VeriCoin,2014-05-16,2014-05-09,effectsToCause,https://bitcointalk.org/index.php?topic=602041.0,2014-05-09
BKS,BlockShares,2015-09-09,2015-04-30,BCExchange,https://bitcointalk.org/index.php?topic=1042953.0,2015-04-30
BITZ,Bitz,2015-03-08,2015-11-01,EBK1000,https://bitcointalk.org/index.php?topic=1234560.0,2015-11-01
KUMA,Kumacoin,2014-08-02,2014-04-26,kumacoinproject,https://bitcointalk.org/index.php?topic=585772.0,2014-04-26
QORA,Qora,2014-05-26,2014-03-19,qora,https://bitcointalk.org/index.php?topic=522102.0,2014-03-19
XST,Stealthcoin,2014-07-10,2014-05-25,stealthdev,https://bitcointalk.org/index.php?topic=624726.0,2014-05-25
C2,Coin2.1,2014-06-08,2014-02-23,joel511,https://bitcointalk.org/index.php?topic=483847.0,2014-02-23
TES,TeslaCoin,2014-02-06,2014-01-17,Trafficlearn,https://bitcointalk.org/index.php?topic=419494.0,2014-01-17
BITS,Bitstar,2014-04-23,2014-04-17,Bitstar_coin,https://bitcointalk.org/index.php?topic=574652.0,2014-04-17
IBITS,iBits,2015-07-27,2015-07-13,iBITS,https://bitcointalk.org/index.php?topic=1120097.0,2015-07-13
JKC,Junkcoin,2013-06-14,2013-06-16,the1silverwolf,https://bitcointalk.org/index.php?topic=235611.0,2013-06-16
VTA,Virtacoin,2014-08-09,2014-08-11,VirtaCoinDev,https://bitcointalk.org/index.php?topic=734859.0,2014-08-11
VIRAL,Viral,2015-05-08,2015-04-28,ViralDev,https://bitcointalk.org/index.php?topic=1041025.0,2015-04-28
FRDC,FreedomCoin,2015-09-21,2015-09-06,placebo,https://bitcointalk.org/index.php?topic=1172885.0,2015-09-06
FAIR,FairCoin,2014-03-22,2014-05-08,Gladimor,https://bitcointalk.org/index.php?topic=601280.0,2014-05-08
NKA,IncaKoin,2015-01-28,2015-01-23,madross,https://bitcointalk.org/index.php?topic=933851.0,2015-01-23
XC,XCurrency,2014-05-23,2014-05-29,Teka,https://bitcointalk.org/index.php?topic=630547.0,2014-05-29
RBBT,RabbitCoin,2014-08-30,2014-02-15,rabbitcointeam,https://bitcointalk.org/index.php?topic=466621.0,2014-02-15
J,Joincoin,2014-08-25,2014-08-13,Love_of_Algo,https://bitcointalk.org/index.php?topic=737405.0,2014-08-13
HEX,Heisenberg,2014-03-15,2014-02-22,Heisenbergprime,https://bitcointalk.org/index.php?topic=481417.0,2014-02-22
CF,Californium,2015-04-21,2015-04-17,cfdev,https://bitcointalk.org/index.php?topic=1027613.0,2015-04-17
EUC,Eurocoin,2015-08-23,2014-03-04,deeppurple72,https://bitcointalk.org/index.php?topic=499294.0,2014-03-04
CLOAK,CloakCoin,2014-06-06,2014-06-03,TheDagger,https://bitcointalk.org/index.php?topic=637704.0,2014-06-03
UNB,UnbreakableCoin,2014-05-23,2014-03-27,jimblasko,https://bitcointalk.org/index.php?topic=539945.0,2014-03-27
VTR,vTorrent,2014-12-25,2014-12-11,vtorrent,https://bitcointalk.org/index.php?topic=889481.0,2014-12-11
